Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
aplikasi gangguanmenghambat pasien periksasegera baik ya minksian pasienkarena sudh wajibkn pkai periksamaka perhati ganggu,positive,positive,1
udah lumayan bagus coba menu skrining sehat tambahin opsi riwayat sakit opsi operasi keluh biar nanya konsultasi online konsultasi langsung,positive,positive,2
bantu,neutral,neutral,5
kode captcha nggak muncul,neutral,neutral,1
senang moga nyaman rakyat yg butuh aamiin,positive,positive,1
okeh bantu,neutral,neutral,1
bismilah,neutral,neutral,5
top,neutral,neutral,5
tolong tingkat masak masuk aplikasi musti login login troble mulu gimana ambil antri kontrol gin langsng rs nomor antri gede,neutral,neutral,1
mantap lahhh,positive,positive,4
moga bpjs gratis aktif hapus,neutral,neutral,5
captcha nya jgn sambung gitu dongjadi sulit login huruf angka nya gak,negative,negative,3
aplikasi buka loading terusg uda update aja trsg niat aplikasi,neutral,neutral,5
mudah,positive,positive,1
mudah fast respon,positive,positive,5
login captcha loading sinyal bagus sdh pakai wifi internet loading,positive,positive,2
bantu serta bpjs,neutral,neutral,5
bagus mudah obat,positive,positive,5
layan ramah,neutral,neutral,5
bagus bantu,positive,positive,1
lupa password nya masalah,negative,negative,5
susah banget si kirim kode otp kerja gimana rancang ok eksekusi gin aja aplikasi perintah,negative,negative,5
habis update daftar online antri langsung puskesmas tolong baik app nya,positive,positive,1
daftar in online lansia aja pake vermuk ribet ga bpjs,neutral,neutral,1
moga bantu layan,neutral,neutral,5
terimakasih mudah obat keluarga obat ga aplikasi eror klinik tetep suruh daftar tolong jelas,positive,positive,3
layan cepat tugas ramah terimakasih mas gilang muas sukses gai bpjs jombang,positive,positive,1
senang aplikasi mobile jkn,neutral,neutral,3
pas,neutral,neutral,5
ribet makasih,neutral,neutral,1
mudah daftar ubah faskes,positive,positive,1
eror anggar aplikasi nya ya kelas lembaga negara,neutral,neutral,4
parahdibuka kali dftr layan yg layar gelap aplikasi nya,neutral,neutral,5
bantu bgt,neutral,neutral,5
logout masuk gagal terushhhhhhhh aplikasi perintah konoha ya sesuai perintah,negative,negative,5
kunci aplikasi nya sulit nik terdeteksitolong baik,neutral,neutral,5
mudah daftar registrasi faksesk dah faskes lanjut,positive,positive,3
terima kasih informasi manfaat,neutral,neutral,1
mohon maaf login batas perangkat nik ktp mohon batas orang hp lansia gak erti hp,neutral,neutral,5
aplikasi mambatu ribet,neutral,neutral,5
ngga login nik sandi capcha,neutral,neutral,2
mudah brmanfaat,positive,positive,1
membntu,neutral,neutral,1
fomo ikutikutan aplikasi ngasih fitur gak screenshoot gak ikutin aplikasi jkn trouble kalo ss kendala gak foto hp ss nomor antri gak foto hp repot gak ikutin inovasi gak susah user,negative,negative,1
keluarga total nik ko gabisa login maksimal nik doang ya perangkat tolong nik trimakasih,neutral,neutral,4
layan bpjs aman lancar ramah senang serta pasien bpjs,neutral,neutral,4
layan gk nyuruh sambung sangkut sambung tutup gk,neutral,neutral,1
bener mudah bangettsangat bantu,positive,positive,5
bantu ribet layan rs cepat terima kasih,positive,positive,1
login lupa sandi reset kode otp sms masuk kode otp sms kah,neutral,neutral,1
proses respon cepat,positive,positive,5
aplikasi logout mohon baik udh ngisi data antri data hilang ngantri,positive,positive,5
mg tingkat,neutral,neutral,5
aplikasi the best,neutral,neutral,5
bantu,neutral,neutral,3
aplikasi mudah tampil sederhana,positive,positive,1
gajelas banget apllikasi llog out gilir log in bngt vertifikasi smpe habis kaga kirim fertifikasi nyayg bnr dodol emng,neutral,neutral,5
aplikasi buka hp redmi note pro g pas fc tolong baik,positive,positive,5
apliakasi susah mamfaatnya,negative,negative,2
aplikasi mobile jkn buka,neutral,neutral,1
tolong guna,neutral,neutral,5
ubah data gagal pakai verifikasi wajah verifikasi wajah gagal sesuai wajah asli paraj,negative,negative,1
bantu trimakasih mobile jkn,neutral,neutral,3
mantaaaaapppp,neutral,neutral,5
input nomor aja ribet banget foto ktp masukin nomor kk kandung lamaaaaaa banget baik sistem input data aman data bpjs udah bocor gamampu bikin aman data pribadi yg ketat ga data detail urgensi,positive,neutral,5
mantap pindah faskes gampang verifikasi muka nya sulit tinggal aja pr nya,neutral,negative,5
parah kali kali daftar kode otp ga masuk udh tunggu tpi hsilnya nihil,negative,negative,1
praktis aplikasi,neutral,neutral,4
bagus proses daftar cepat top,positive,positive,1
sagat bantu,neutral,neutral,5
mantappp,neutral,neutral,5
aplikasi ambil antri gagal,negative,negative,1
verifikasi sulit aplikasi mudah guna sulit,negative,negative,5
sistem terintregasi gerbang tagih bayar mandiri usaha,neutral,neutral,4
ya kalo daftar online pastibad request kalo gk daftar online layan,neutral,neutral,5
tulll,neutral,neutral,5
hp kedaluarsa pake baharu,neutral,neutral,1
app sampah verifikasi sms butuh alih digital ga maksain,negative,negative,5
gabisa ambil antri layar abu udah kluar masuk ttep aja suka log out uninstall install ulang ttp gabisa ambil antri solusi,positive,positive,1
layan tkfaskesketingkat,neutral,neutral,5
platform mudah registrasi sehat,positive,positive,5
aplikasj sihhhselalu log out log out meluludan log in notif salah salah,neutral,neutral,1
,neutral,neutral,5
batu jaga sehat obat,neutral,neutral,1
captcha muncul,neutral,neutral,5
perintah gak benah y aplikasi simpel loh login aja susah ampun bobrok bener ngurus server,negative,negative,5
mudah nya,positive,positive,1
raja eror,neutral,neutral,1
nunggu captchanya banget,neutral,neutral,5
okk,neutral,neutral,4
proses aplikasi cepat mudah alhamdulillah langsung,positive,positive,5
banget ni aplikasi logout ribet banget dipake masukin identitas susah,negative,negative,5
banyak error aplikasi errornya buka website,negative,negative,3
aplikasi ribet log out login gagal kecewa,negative,negative,5
update login update login jengkel bgt tau,neutral,neutral,1
terima kasih,neutral,neutral,1
aplikasi jelek bgt mlu ngeribetin org sma kya sistem nyaa suka ngeribetin org,neutral,neutral,5
aplikasi ribetwalau kode verikasi email kirimverifikasi jawab kode verifikasi sesuaiyang sesuai yg gimana,neutral,neutral,1
mantap rasa jkn utj warga,positive,positive,5
aplikasi mal fungsi ribet trouble mudah timbul susah guna,neutral,neutral,2
mantap mudah akses bantu,positive,positive,1
susah login jkn mobile ya terang nya sandi nomor nik salah cek sandi nomor nik nya kali kali salah buka ambil antri online,negative,negative,5
terimakasih respon yg,neutral,neutral,1
moga mudah,positive,positive,5
mudah bpjs,positive,positive,1
hapus program bpjs sehat fungsi susah rakyat muak budak pegawai bpjs,negative,negative,5
terimakasih mobile jkn nya mudah cepat,positive,positive,5
aplikasi mudah,positive,positive,3
daftar nomor telepon email udah pakai cek email gak mail jkn loh,neutral,neutral,1
knp aplikasi login,neutral,neutral,1
ampas kali kali kirim kode otp karna lupa password ga kirim kirim yah ga expect sih aplikasi buat indo hadeh,neutral,neutral,1
aplikasi trouble verifikasi captcha slalu gagal kode akses mohon baik,neutral,neutral,1
masuk nik gagal,negative,negative,1
aplikasi dablek,neutral,neutral,1
mudah pakai mobile jkn mantap,positive,positive,1
bantu masyarakat mudah depan nya salam sehat,positive,positive,5
batu nya mudah,positive,positive,1
aplikasi mudah layan sehat mana,positive,positive,4
bagus banget gampang periksa,positive,positive,5
hilang mampu screenshot ganggu paham alas aman jujur suka hilang bintang,positive,positive,5
tima kasih bantu,neutral,neutral,1
draku ga ribet hapal,neutral,neutral,5
tolong kode captcha kakau masuk skli muncul orang kadang buru kasih emosi kode nya,neutral,neutral,5
log out otomatis susah login ganti sandi susah ampun,negative,negative,1
hadeh aplikasi mutu banyak maintenance lupa sandi password semkin,neutral,neutral,4
passwordnya salah mulu bangkee pdahal udah bener nik udah bener finger print nya buang aja gaguna bangke klik gamau muncul dipake gabisa udah tau ribet daftar pake jkn mobile lu benerin aplikasi bas perintah gaberes nya,neutral,neutral,1
pakai aplikasi bagus akurat terima kasih semangat juang nyawa,positive,positive,1
andal,neutral,neutral,1
kesini obat susah masukin kode otp ga kirim nomor,negative,negative,5
rumit masuk akun jkn gabisa udah klik lupa sandi verifikasi otp sms tetep gabisa nomor telp aktif pulsa adu kyk gin,neutral,neutral,1
muas jawab,neutral,neutral,1
keren aplikasi bantu,neutral,neutral,1
nunggu kode otp sms aja nya abad,neutral,neutral,5
tahun pindah faskeskarena pindah alamatternyata mobilejknsangat mudah,positive,positive,5
aplikasi mudah gunakanlebih fleksibelngak makan mudah,positive,positive,5
masuk akun susah nya ampun kadang nik salah sandi salah pdhal nya gk kyakgtu suruh masukin sandi udah login,negative,negative,1
terimakasih layan moga manfaat masyaratak,neutral,neutral,5
bintang aja pas rujuk aktif daftar pakai wifi sinyal bagus terkadang bug aplikasi inti mohon baik bug kasih bintang baik,positive,positive,1
bikin skck gak bpjs suruh download gak otp bayar pulsa rp,neutral,neutral,3
coba deh baik udah masukin nomor hp kode otp masuk susah daftar,neutral,neutral,1
gak buka daftar kontrol,neutral,neutral,1
bantu mudah,positive,positive,2
mantab,neutral,neutral,5
terimakasih jkn mudah,positive,positive,1
bgt bug dah ganti hp install login force close apknya kocak,neutral,neutral,5
nice tingkat,neutral,neutral,3
aplikasi rusak ko baik kali tungguin kode otp muncul sms pulsa hp jaring bagusaplikasinya gil,neutral,positive,5
mantap cepat puas repot lgi aplikasi pindah klinik layan sesuai lokasi dri rumah,positive,positive,1
otp sms gk muncul pagi siang sore kerja libur gk aktif pulsa mohon baik app,positive,positive,1
updet,neutral,neutral,5
aplikasi busuk otp no hp gak muncul,neutral,neutral,1
mantap,positive,positive,1
layan cepat muas,positive,positive,1
layan baguskeren amanah,neutral,neutral,5
aplikasi mobile jkn keren,neutral,neutral,5
jkn is the best,neutral,neutral,1
mudah daftar rs puskesmas terima kasih jkn,positive,positive,5
kontrol pake aplikasi sih bikin ribet pas suruh pencet boking nya pas besok biar dpt antri pencet eror nunggu jam udh tungguin pencet jadwal antri penuh bikin emosi kesel kondisi genting,neutral,neutral,1
simpell bagus,positive,positive,1
aplikasi masuk angin gak,neutral,neutral,5
bayar eh suruh update aplikasi suruh login bilang data nik pasword salahaplikasi payah,negative,negative,5
bagusapliksinya bantu saat tdk bawa krtu dihp udh bisamudahan depan dimnapun obat bpjs bantu tertma yg terbts mampu dlm biaya dimudahkn tdk pilih kasih dlm layan dirmh sakit mana,neutral,neutral,1
internet stabil kenqpa periksa konesi internet aplikasi aering gak,neutral,neutral,4
alhamdullikah d layan pasien bpjs d as lantai rsamdan puas layan trima kasih,positive,positive,5
d baru knp jd ga bs dbuka mobile jknny,neutral,neutral,5
astaqfirullah huhhhh sihtiap hbs updet login ulangbkin darah ajalogin ggal d cek d apk gak tagih gak tau kena denda,neutral,neutral,5
alhamdulillah moga sukses,neutral,neutral,5
moga amanah rakyat jangn korupsi mudh mudah amanah amin yra,positive,positive,3
terima kasih bpjs sehat mudah obat,positive,positive,5
min sdh bayar utk bln knp tagih,neutral,neutral,1
kontrol aju operator obat kunci daftar aneh banget maju ya daftar kasih bintang susah,negative,negative,1
verifikasi nomer hp mohon solusi,positive,positive,5
ibah no hp option nya sms gak gak pake wa,neutral,neutral,5
mantap jkn mobile,positive,positive,5
masuk apk padahl nik psw email,neutral,neutral,5
terima kasih mudah layan,positive,positive,1
samgat bantu,neutral,neutral,5
appsnya oke,positive,positive,1
lancar jaya,neutral,neutral,1
aplikasi terjelekerror parahmau login susahini salah salah,neutral,neutral,1
aplikasi mudah gampang terima kasih mudah,positive,positive,5
bagus ubah data mudah aplikasi nya aplikasi bentuk nyata layan nya,positive,positive,4
aplikasi aneh tiba log out login pingerprint bilang aktif fitur biometrik aktif,negative,negative,1
apk gk,neutral,neutral,4
aplikasi gak buka pdhal darurat banget,neutral,neutral,1
terimakasih jknbpjs mudah,positive,positive,4
lelet sumpah,negative,negative,5
daftar mudah ngantri klinik,positive,positive,5
kadang loading,neutral,neutral,1
bantu pokok,neutral,neutral,4
aplikasi jkn mantan bantu,neutral,neutral,5
bantu,neutral,neutral,4
mudah ubah faskes,positive,positive,5
aplikasi bagus manfaat,positive,positive,1
cepat akurat,positive,positive,3
gabisa masuk aplikasi terang password nik salah udah bener semuamau lupa password ngga terang minta proses mohon maaf tidak nyaman andaoffline,positive,positive,4
ga masuk login,neutral,neutral,5
malas banget diperibet ganti no hp aja gambar yg ku upload udah jpg mb ga baca aja kerja upload upload gagal benci kali,negative,negative,5
keluarga mudah layan bpjs sehat aplikasi daftar antri mudah,positive,positive,5
install aplikasi daftar skck online,neutral,neutral,5
bagus mudah,positive,positive,2
suruh login masuk susah sinyal bagus depan mohon baik sistem,positive,positive,5
mudah akses nya,positive,positive,1
ampass kalah ni aplikasi,neutral,neutral,5
terimakasih mudah daftar bpjs,positive,positive,2
masuk,neutral,neutral,5
parah banget logout login salah nomor pdhl bener parah banget,negative,negative,5
terimakasih udah update rating rubah,neutral,neutral,1
sipp tahan kualitas,neutral,neutral,3
aplikasi yg biasajadi tdak repot kantor bpjslewat aplikasi cepat banget,neutral,negative,5
gak bener nih aplikasi log out masuk nik paswordcaptca aja yg salah udh bener ujung ngerepoti nya praktis tu download simple nya repot,negative,negative,1
apa lo antre nomor loh server down udh berkalikali refresh jaring aman aja wifi orang rumah pakai aman aja antre nomor,neutral,neutral,5
apl ky tai update aj ringin gilir dipke error aj trs,negative,negative,2
aplikasi perintah gak bener vermuk aja susah ganti no hp ribet bobrok aplikasi perintah,negative,negative,4
log out pasword masukin sesuai gak bisalama gak jkn klo sakit pake jkn aplikasi gak jelastolong benerin manfaat,neutral,neutral,5
mudah,positive,positive,5
tuju aplikasi,neutral,neutral,4
bgt login ulang paswordnya salah udh bener,neutral,neutral,5
mudah dgn bpjs mobil jkn,positive,positive,5
moga,neutral,neutral,1
ga login abis update password udh bnr lupa sandi email no aktf login mohon tangan perihal ni update ga login,neutral,neutral,1
susah loginnya pas data,negative,negative,1
daftar susah ampun jam gagal jaring dah oke apa yg salah,negative,negative,5
maaf bpjs nya gak download ya udah bener nya kirakira salah yabaru download apk nya faham,neutral,neutral,1
verif jam muncul,neutral,neutral,1
mempermudahmempercepat terima kasih,neutral,neutral,1
sukses selalusangat mudah boking online obat,positive,positive,5
layan buruk kemarin bela in pulang janji udah dapet no nya pas bikin pake aplikasi apa gak gegara bikin janji kemaren hasil no nya bikin udah an udah nunggu pagi sampe siang gin bom periksa bom apa kecewa,negative,negative,1
mudah,positive,positive,1
ambil antri tulis invalidf terima kasih,neutral,neutral,1
kadang eror daftar periksa dk,neutral,neutral,5
daftar gagal apk gak,negative,negative,1
aplikasi kuno tender aja yg implementasi kuno an fitur online jaman digitalisasi,neutral,neutral,5
alhamdulillah moga sehat,neutral,neutral,1
aplikasi parah,negative,negative,1
lot banget loading aja luama,neutral,neutral,5
aplikasi oon menteri sehat tolol,neutral,neutral,2
layan yg gercep lobi yg nunggu yg lobi enak enak bercand teman kasihan yg dududk tunggu,neutral,neutral,4
download ya ngak stabil,neutral,neutral,5
mudah mantap,positive,positive,5
tampil daftar screenshot orang gak paket data buk,neutral,neutral,1
aplikasi bodoh scan barcode jam no chapca nya gak aplikasi anjg,neutral,neutral,5
masukin data no hp tp ga,neutral,neutral,1
terimah kasih,neutral,neutral,1
